index,Casco ID,Makelaarsnaam,Plaats,Provincie,Postcode,Huisnr.,Contactpersoon,Emailadres,Branche,KA,Datum akkoord,Maand akkoord,Zelf aangemeld?,Bron,Accountmanager Auto-fill,Gekoppeld door,KA gekoppeld,Aanbod online,Huislijn uitgesloten,Uitbehandeld RB, Agent Pages status,Akkoord AV,RB contactmoment,Linkje gevraagd?,Linkjes actief,Datum link online,Link vermelding,Link bestemming,OPMERKINGEN
29,56966,Baltes Makelaars B.V.,NIJVERDAL,Overijssel,7443BC,63,,info@baltesmakelaars.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
30,57489,Berbee Vastgoed Advies,Den Helder,Noord-Holland,1788WN,2309,,info@berbeevastgoedadvies.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
31,49787,Beste Prijs Makelaars - De OpbodMakelaar,Elst (GLD),Zuid-Holland,2967EC,25,,info@opbodmakelaar.nl,VBO,Realworks,01-05-2017,mei-2017,Nee,Koppeling,Philip,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
32,61389,BeTA Rentmeesters BV,EMMEN,Drenthe,7814XL,16,,albert.velema@betarentmeesters.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
33,60177,Bewust in Wonen B.V.,ROOSENDAAL,Noord-Brabant,4707MC,nan,,welkom@bewustinwonen.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
34,52096,Bijdevaate Makelaardij b.v.,ELLEMEET,Zeeland,4301KJ,23,,onroerendgoed@bijdevaatemakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
35,61513,BijZonder Makelaars,ALMELO,Overijssel,7609RG,61 19,,mascha@bijzondermakelaars.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
36,49194,Biltstede Makelaars,DRIEBRUGGEN,Zuid-Holland,3465KG,11 A,,info@biltstede.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
37,49758,Blik Makelaars B.V.,Hengelo (OV),Overijssel,7556TV,49,,info@blikmakelaars.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
38,50064,Bliv Makelaardij o.z.,NIEUWKUIJK,Noord-Brabant,5253AN,23,,info@bliv.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
39,56438,Bob Witteveen Makelaardij,Lent,Gelderland,6663DP,55,,info@bobwitteveenmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
40,61686,BoekholdBaks Makelaars,Etten Leur,Noord-Brabant,4876BB,95,,pieter@boekholdbaks.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
41,61502,BoekholdBaks Makelaars (prev VGP),Etten Leur,Noord-Brabant,4876BB,95,,pieter2@boekholdbaks.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
42,53684,Boeren Kuijpers Makelaars,Sint Willebrord,Noord-Brabant,4711NJ,80,,info@bk-makelaars.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
43,48950,Boerma Makelaardij,STADSKANAAL,Groningen,9503JA,19,,info@boermamakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
44,50742,Boeve Woning- en Bedrijfsmakelaardij,NUNSPEET,Gelderland,8071SC,nan,,mdboeve@boevemakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
45,48984,Bosrijck BV,UDDEL,Gelderland,3888MT,63a,,info@thuisopdeveluwe.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
46,49983,Bouw-Advies- Groep Makelaardij,ASSEN,Drenthe,9401KV,nan,,info@bouwadviesgroep.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
47,53546,Bouwman Makelaardij,APPINGEDAM,Groningen,9901EJ,nan,,erikjbouwman@live.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
48,55532,Brick's Makelaardij,BREDA,Noord-Brabant,4811TH,99,,info@bricksmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
49,57490,Brouwer Makelaardij,IJHORST,Overijssel,7955AA,nan,,info@brouwermakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
50,48997,Bruins Makelaardij,WINSCHOTEN,Groningen,9674HA,15A,,info@bruinsmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
51,51025,Bureau van de Wiel,WAALWIJK,Noord-Brabant,5142H,nan,,info@bureauvandewiel.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
52,50535,Calcant Vastgoed Makelaars,BARNEVELD,Gelderland,3772CE,27,,info@calcant.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
53,57492,Caroline de Boer Makelaardij,Den Helder,Noord-Holland,1784WB,nan,,info@carolinedeboer.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
54,49665,Casa Nostra Makelaardij B.V. (Budel),BUDEL,Noord-Brabant,6021CG,1b,,frans.verhoeven@casanostra.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
55,49391,Casa Nostra Makelaardij b.v. (Someren),SOMEREN,Noord-Brabant,5711AS,37a,,info@casanostra.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
56,52725,Conduct Vastgoed,Warmond,Zuid-Holland,2361EV,96,,kim.tenkley@conductvastgoed.com,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
57,57421,Constan Bedrijfshuisvesting B.V.,Elst (GLD),Gelderland,6662PP,20,,info@constanbeheer.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
58,56327	,Consten Vastgoed,Heerlen,Limburg,6411BN,2,,bart@consten-vastgoed.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
59,50717,Coolen Makelaardij & Taxaties B.V.,SCHAIJK,Noord-Brabant,5374BJ,20,,info@coolen-mak.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
60,49168,Coppers & Partners Makelaardij,PANNINGEN,Limburg,5981AH,9a,,info@coppersenpartners.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
61,56000,Corporatieportaal.nl,BAARN,Utrecht,3743JN,nan,,info@corporatieportaal.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
62,53356,Daan Makelaardij,ALMERE,Flevoland,1315HP,62,,d.dejong@daanmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
63,52264,Damoiseaux-Laeven Makelaardij oz,VELDHOVEN,Noord-Brabant,5503KA,nan,,info@dlmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
64,53399,De Arend ORG B.V,MARUM,Groningen,9363VC,37,,info@dearend.org,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
65,49004,De Bruijn Makelaardij & Assurantiën,GELEEN,Limburg,6161GT,20,,info@de-bruijn.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
66,60111,De Dijken Agrarische Makelaardij,MIDDENMEER,Noord-Holland,1775TA,115,,info@dedijken.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
67,57493,De Heeren van Steen Vastgoed BV,DEN HAAG,Zuid-Holland,2514LJ,991,,info@heerenvansteen.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
68,53619,Mijn Makelaardij,OSS,Noord-Brabant,5349TG,153,,info@mijn-makelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
69,57435,De Leeuwarder Makelaardij,LEEUWARDEN,Friesland,8914AT,52,,info@deleeuwardermakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
70,57449,De Makelaar Vincent Vermeulen,HEERHUGOWAARD,Noord-Holland,1704RA,nan,,info@de-makelaar.net,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
71,52698,De Man Makelaardij o.g. en hypotheken B.V.,LEERDAM,Zuid-Holland,4141AV,51,,info@demanmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
72,55271,De Roo Makelaardij,GELDROP,Noord-Brabant,5662AE,36,,info@derootaxaties.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
73,57429	,De Vos Makelaardij,LEEUWARDEN,Friesland,8938AM,7,,m.devos@devosmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
74,49569,De Vries & De Vlieger Makelaardij,SURHUISTERVEEN,Friesland,9231KW,43318,,info@devriesdevlieger.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
75,49652,De Vries Makelaardij,Veenoord,Drenthe,7833GN,86,,info@devriesmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
76,48817,De Wit Makelaardij,Waalwijk,Noord-Brabant,5141EP,nan,,info@dewitmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
77,52835,DHVC vastgoedservice,Eindhoven,Noord-Brabant,5611CJ,5-b,,info@dhvc.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
78,49752,Dirk Hendriks Makelaardij,ROGGEL,Limburg,6088CM,nan,,info@dirkhendriks.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
79,56355,Doornbos bouwadvies & makelaardij,AALSMEER,Noord-Holland,1432EE,nan,,info@doornbosmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
80,50216,Doornbosch Clevering Makelaardij,UITHUIZEN,Groningen,9981CJ,15,,info@doornbosch-clevering.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
81,60113,Douwes Makelaardij,AMSTERDAM,Noord-Holland,1033TJ,68,,hildedouwes@hotmail.com,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
82,50539,Duvekot Makelaardij & Taxateur O.G.,VROUWENPOLDER,Zeeland,4354BD,35,,info@duvekotmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
83,50096,Ed Hillenaar Makelaardij,EMMEN,Drenthe,7811H,25,,info@dehuizentaxateur.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
84,56464,Eerden Makelaardij & Taxatie,NIJMEGEN,Gelderland,6515CJ,nan,,info@eerdenmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Philip,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
85,50305,EMKA-makelaardij,AUGUSTINUSGA,Friesland,9284XL,20,,mieke@emkamakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
86,56351,Enting Makelaardij,Nieuwe Pekela,Groningen,9663AV,16,,info@entingmakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
87,55945,Equidomo,Cothen,Utrecht,3945BC,3a,,info@equidomo.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
88,57439,Essentieel Wonen,Den Bosch,Noord-Brabant,5211EJ,nan,,info@essentieelwonen.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
89,48785,Estate Makelaar B.V,Hendrik Ido Ambacht,Zuid-Holland,3342GR,6b,,info@estatemakelaar.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
90,57436,EV Wonen Makelaardij,Heerhugowaard,Noord-Holland,1703RZ,88,,info@evwonen.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
91,55422,Evelien Ploegmakers Makelaardij,OSS,Noord-Brabant,5345AE,126,,info@evelienploegmakers.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
92,48983,Evers Makelaardij o.z.,BOSSCHENHOOFD,Noord-Brabant,4744BC,nan,,info@evers-makelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
93,57035,FBL HOUSING SOLUTIONS GROUP B.V.,Oosterhout (nb),Noord-Brabant,4906EZ,83,,info@ligtvoetvastgoed.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
94,55243,FidesWonen,MIDDELHARNIS,Zuid-Holland,3241KA,10,,pvanderwaal@fideswonen.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
95,52669,Flexmakelaar,HILVERSUM,Noord-Holland,1217KP,11,,info@flexmakelaar.nu,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
96,56742,FLOW Makelaars,Eindhoven,Noord-Brabant,5611CB,161,,info@flowmakelaars.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,Jelle,Jelle,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
97,57450,For Sale Makelaardij,APPELSCHA,Friesland,8426LE,12,,info@forsalemakelaardij.nl,VastgoedPRo,Skarabee,01-05-2017,mei-2017,Nee,Koppeling,JP,JP,✓,Ja compleet,Ja,Ja actief en compleet,,,,,,,,,
